dataset_id,openml_did,name,n_instances,n_features,n_classes,n_missing_values,missing_value_fraction,n_numerical_features,n_categorical_features,class_balance_ratio,openml_version,class_count_bin,size_bin,balance_bin,stratum
44609,44609,pc4_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1458.0,38.0,2.0,0.0,0.0,,,0.1390625,1,binary,medium,imbalanced,binary_medium_imbalanced
44610,44610,pc4_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1458.0,38.0,2.0,0.0,0.0,,,0.1390625,1,binary,medium,imbalanced,binary_medium_imbalanced
44612,44612,pc4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1458.0,38.0,2.0,0.0,0.0,,,0.1390625,1,binary,medium,imbalanced,binary_medium_imbalanced
1049,1049,pc4,1458.0,38.0,2.0,0.0,0.0,,,0.1390625,1,binary,medium,imbalanced,binary_medium_imbalanced
43893,43893,ibm-employee-attrition,1470.0,35.0,2.0,0.0,0.0,,,0.1922141119221411,1,binary,medium,imbalanced,binary_medium_imbalanced
43894,43894,ibm-employee-attrition,1470.0,35.0,2.0,0.0,0.0,,,0.1922141119221411,2,binary,medium,imbalanced,binary_medium_imbalanced
43895,43895,ibm-employee-performance,1470.0,34.0,2.0,0.0,0.0,,,0.18167202572347266,1,binary,medium,imbalanced,binary_medium_imbalanced
43896,43896,ibm-employee-attrition,1470.0,35.0,2.0,0.0,0.0,,,0.1922141119221411,3,binary,medium,imbalanced,binary_medium_imbalanced
43905,43905,ibm-employee-performance,1470.0,33.0,2.0,0.0,0.0,,,0.18167202572347266,3,binary,medium,imbalanced,binary_medium_imbalanced
43897,43897,ibm-employee-performance,1470.0,34.0,2.0,0.0,0.0,,,0.18167202572347266,2,binary,medium,imbalanced,binary_medium_imbalanced
44617,44617,cmc_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1473.0,10.0,3.0,0.0,0.0,,,0.5294117647058824,1,3-4,medium,balanced,3-4_medium_balanced
44616,44616,cmc_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1473.0,10.0,3.0,0.0,0.0,,,0.5294117647058824,1,3-4,medium,balanced,3-4_medium_balanced
983,983,cmc,1473.0,10.0,2.0,0.0,0.0,,,0.745260663507109,2,binary,medium,balanced,binary_medium_balanced
44613,44613,cmc_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1473.0,10.0,3.0,0.0,0.0,,,0.5294117647058824,1,3-4,medium,balanced,3-4_medium_balanced
23,23,cmc,1473.0,10.0,3.0,0.0,0.0,,,0.5294117647058824,1,3-4,medium,balanced,3-4_medium_balanced
44615,44615,cmc_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1473.0,10.0,3.0,0.0,0.0,,,0.5294117647058824,1,3-4,medium,balanced,3-4_medium_balanced
44614,44614,cmc_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1473.0,10.0,3.0,0.0,0.0,,,0.5294117647058824,1,3-4,medium,balanced,3-4_medium_balanced
44471,44471,yeast_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1484.0,9.0,10.0,0.0,0.0,,,0.01079913606911447,1,8-10,medium,imbalanced,8-10_medium_imbalanced
44468,44468,yeast_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1484.0,9.0,10.0,0.0,0.0,,,0.01079913606911447,1,8-10,medium,imbalanced,8-10_medium_imbalanced
44470,44470,yeast_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1484.0,9.0,10.0,0.0,0.0,,,0.01079913606911447,1,8-10,medium,imbalanced,8-10_medium_imbalanced
44472,44472,yeast_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1484.0,9.0,10.0,0.0,0.0,,,0.01079913606911447,1,8-10,medium,imbalanced,8-10_medium_imbalanced
44469,44469,yeast_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1484.0,9.0,10.0,0.0,0.0,,,0.01079913606911447,1,8-10,medium,imbalanced,8-10_medium_imbalanced
181,181,yeast,1484.0,9.0,10.0,0.0,0.0,,,0.01079913606911447,1,8-10,medium,imbalanced,8-10_medium_imbalanced
46758,46758,PostPartum_Depression,1503.0,11.0,2.0,27.0,0.001633097441480675,,,0.5336734693877551,1,binary,medium,balanced,binary_medium_balanced
46877,46877,PostPartum_Depression,1503.0,10.0,2.0,27.0,0.0017964071856287425,,,0.5336734693877551,2,binary,medium,balanced,binary_medium_balanced
1050,1050,pc3,1563.0,38.0,2.0,0.0,0.0,,,0.11404133998574484,1,binary,medium,imbalanced,binary_medium_imbalanced
40691,40691,wine-quality-red,1599.0,12.0,6.0,0.0,0.0,,,0.014684287812041116,1,5-7,medium,imbalanced,5-7_medium_imbalanced
40646,40646,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,1600.0,21.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
40648,40648,GAMETES_Epistasis_3-Way_20atts_0.2H_EDM-1_1,1600.0,21.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
40650,40650,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM-2_001,1600.0,21.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
40647,40647,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,1600.0,21.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
40649,40649,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,1600.0,21.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
45648,45648,MIC,1649.0,105.0,2.0,0.0,0.0,,,0.1846264367816092,1,binary,medium,imbalanced,binary_medium_imbalanced
46943,46943,MIC,1699.0,123.0,8.0,6513.0,0.031166109189049513,,,0.008403361344537815,2,8-10,medium,imbalanced,8-10_medium_imbalanced
46980,46980,MIC,1699.0,112.0,8.0,6513.0,0.034227066341545445,,,0.008403361344537815,3,8-10,medium,imbalanced,8-10_medium_imbalanced
46938,46938,Is-this-a-good-customer,1723.0,14.0,2.0,0.0,0.0,,,0.12835625409299278,2,binary,medium,imbalanced,binary_medium_imbalanced
40664,40664,car-evaluation,1728.0,22.0,4.0,0.0,0.0,,,0.05371900826446281,1,3-4,medium,imbalanced,3-4_medium_imbalanced
41829,41829,FOREX_nzdusd-day-Close,1828.0,12.0,2.0,0.0,0.0,,,0.946751863684771,1,binary,medium,balanced,binary_medium_balanced
41830,41830,FOREX_nzdusd-day-High,1828.0,12.0,2.0,0.0,0.0,,,0.946751863684771,1,binary,medium,balanced,binary_medium_balanced
41811,41811,FOREX_cadchf-day-Close,1831.0,12.0,2.0,0.0,0.0,,,0.9293993677555321,1,binary,medium,balanced,binary_medium_balanced
41746,41746,FOREX_cadchf-day-High,1831.0,12.0,2.0,0.0,0.0,,,0.9375661375661376,1,binary,medium,balanced,binary_medium_balanced
41821,41821,FOREX_eurpln-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9593582887700535,1,binary,medium,balanced,binary_medium_balanced
41719,41719,FOREX_eurjpy-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.9593582887700535,1,binary,medium,balanced,binary_medium_balanced
41801,41801,FOREX_eursgd-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.9284210526315789,1,binary,medium,balanced,binary_medium_balanced
41713,41713,FOREX_eurnzd-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.9183246073298429,1,binary,medium,balanced,binary_medium_balanced
41841,41841,FOREX_chfsgd-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9635584137191854,1,binary,medium,balanced,binary_medium_balanced
41724,41724,FOREX_chfjpy-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.98914223669924,1,binary,medium,balanced,binary_medium_balanced
41707,41707,FOREX_usddkk-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.948936170212766,1,binary,medium,balanced,binary_medium_balanced
41788,41788,FOREX_audnzd-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.8265204386839482,1,binary,medium,balanced,binary_medium_balanced
41785,41785,FOREX_eurtry-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.9656652360515021,1,binary,medium,balanced,binary_medium_balanced
41733,41733,FOREX_eurhkd-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.9083333333333333,1,binary,medium,balanced,binary_medium_balanced
41754,41754,FOREX_eurjpy-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9572649572649573,1,binary,medium,balanced,binary_medium_balanced
41765,41765,FOREX_eurtry-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9593582887700535,1,binary,medium,balanced,binary_medium_balanced
41744,41744,FOREX_eurrub-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.940677966101695,1,binary,medium,balanced,binary_medium_balanced
41756,41756,FOREX_audsgd-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.9698924731182795,1,binary,medium,balanced,binary_medium_balanced
41826,41826,FOREX_eurnzd-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9183246073298429,1,binary,medium,balanced,binary_medium_balanced
41874,41874,FOREX_eursgd-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9826839826839827,1,binary,medium,balanced,binary_medium_balanced
41882,41882,FOREX_audjpy-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.946865037194474,1,binary,medium,balanced,binary_medium_balanced
41868,41868,FOREX_eurpln-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.890608875128999,1,binary,medium,balanced,binary_medium_balanced
41857,41857,FOREX_audjpy-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9143155694879833,1,binary,medium,balanced,binary_medium_balanced
41848,41848,FOREX_chfjpy-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.9572649572649573,1,binary,medium,balanced,binary_medium_balanced
41872,41872,FOREX_eurhkd-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9978189749182116,1,binary,medium,balanced,binary_medium_balanced
41897,41897,FOREX_usddkk-day-Close,1832.0,12.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
41864,41864,FOREX_chfsgd-day-High,1832.0,12.0,2.0,0.0,0.0,,,0.8338338338338338,1,binary,medium,balanced,binary_medium_balanced
41867,41867,FOREX_audnzd-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9284210526315789,1,binary,medium,balanced,binary_medium_balanced
41849,41849,FOREX_audsgd-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9848320693391116,1,binary,medium,balanced,binary_medium_balanced
41815,41815,FOREX_eurrub-day-Close,1832.0,12.0,2.0,0.0,0.0,,,0.9956427015250545,1,binary,medium,balanced,binary_medium_balanced
41834,41834,FOREX_usdcad-day-Close,1833.0,12.0,2.0,0.0,0.0,,,0.909375,1,binary,medium,balanced,binary_medium_balanced
41753,41753,FOREX_usdcad-day-High,1833.0,12.0,2.0,0.0,0.0,,,0.990228013029316,1,binary,medium,balanced,binary_medium_balanced
41803,41803,FOREX_eurchf-day-High,1833.0,12.0,2.0,0.0,0.0,,,0.8742331288343558,1,binary,medium,balanced,binary_medium_balanced
41740,41740,FOREX_audchf-day-Close,1833.0,12.0,2.0,0.0,0.0,,,0.9816216216216216,1,binary,medium,balanced,binary_medium_balanced
41875,41875,FOREX_audchf-day-High,1833.0,12.0,2.0,0.0,0.0,,,0.9730893433799784,1,binary,medium,balanced,binary_medium_balanced
41894,41894,FOREX_eurchf-day-Close,1833.0,12.0,2.0,0.0,0.0,,,0.9254201680672269,1,binary,medium,balanced,binary_medium_balanced
41866,41866,FOREX_euraud-day-High,1834.0,12.0,2.0,0.0,0.0,,,0.9635974304068522,1,binary,medium,balanced,binary_medium_balanced
41716,41716,FOREX_eurcad-day-Close,1834.0,12.0,2.0,0.0,0.0,,,0.9305263157894736,1,binary,medium,balanced,binary_medium_balanced
41725,41725,FOREX_eurcad-day-High,1834.0,12.0,2.0,0.0,0.0,,,0.9657020364415863,1,binary,medium,balanced,binary_medium_balanced
41721,41721,FOREX_audcad-day-High,1834.0,12.0,2.0,0.0,0.0,,,0.9699248120300752,1,binary,medium,balanced,binary_medium_balanced
41790,41790,FOREX_cadjpy-day-Close,1834.0,12.0,2.0,0.0,0.0,,,0.9869989165763814,1,binary,medium,balanced,binary_medium_balanced
41818,41818,FOREX_euraud-day-Close,1834.0,12.0,2.0,0.0,0.0,,,0.9386892177589852,1,binary,medium,balanced,binary_medium_balanced
41760,41760,FOREX_eurhuf-day-High,1834.0,12.0,2.0,0.0,0.0,,,0.9244491080797481,1,binary,medium,balanced,binary_medium_balanced
41750,41750,FOREX_eurhuf-day-Close,1834.0,12.0,2.0,0.0,0.0,,,0.9741657696447793,1,binary,medium,balanced,binary_medium_balanced
41764,41764,FOREX_gbpusd-day-High,1834.0,12.0,2.0,0.0,0.0,,,0.9573105656350054,1,binary,medium,balanced,binary_medium_balanced
41737,41737,FOREX_audusd-day-Close,1834.0,12.0,2.0,0.0,0.0,,,0.9891540130151844,1,binary,medium,balanced,binary_medium_balanced
41784,41784,FOREX_gbpusd-day-Close,1834.0,12.0,2.0,0.0,0.0,,,0.9678111587982833,1,binary,medium,balanced,binary_medium_balanced
41726,41726,FOREX_audusd-day-High,1834.0,12.0,2.0,0.0,0.0,,,0.9144050104384134,1,binary,medium,balanced,binary_medium_balanced
41769,41769,FOREX_audcad-day-Close,1834.0,12.0,2.0,0.0,0.0,,,0.9614973262032086,1,binary,medium,balanced,binary_medium_balanced
41839,41839,FOREX_cadjpy-day-High,1834.0,12.0,2.0,0.0,0.0,,,0.9934782608695653,1,binary,medium,balanced,binary_medium_balanced
41730,41730,FOREX_usdchf-day-High,1835.0,12.0,2.0,0.0,0.0,,,0.9967355821545157,1,binary,medium,balanced,binary_medium_balanced
41797,41797,FOREX_usdjpy-day-High,1835.0,12.0,2.0,0.0,0.0,,,0.992399565689468,1,binary,medium,balanced,binary_medium_balanced
41844,41844,FOREX_eurgbp-day-Close,1835.0,12.0,2.0,0.0,0.0,,,0.9625668449197861,1,binary,medium,balanced,binary_medium_balanced
41766,41766,FOREX_eurgbp-day-High,1835.0,12.0,2.0,0.0,0.0,,,0.9562899786780383,1,binary,medium,balanced,binary_medium_balanced
41858,41858,FOREX_usdchf-day-Close,1835.0,12.0,2.0,0.0,0.0,,,0.9295478443743428,1,binary,medium,balanced,binary_medium_balanced
41722,41722,FOREX_usdjpy-day-Close,1835.0,12.0,2.0,0.0,0.0,,,0.9667738478027867,1,binary,medium,balanced,binary_medium_balanced
41783,41783,FOREX_eurdkk-day-Close,1836.0,12.0,2.0,0.0,0.0,,,0.9205020920502092,1,binary,medium,balanced,binary_medium_balanced
41847,41847,FOREX_eurdkk-day-High,1836.0,12.0,2.0,0.0,0.0,,,0.9552715654952076,1,binary,medium,balanced,binary_medium_balanced
41846,41846,FOREX_eursek-day-Close,1837.0,12.0,2.0,0.0,0.0,,,0.985945945945946,1,binary,medium,balanced,binary_medium_balanced
41863,41863,FOREX_eurnok-day-High,1837.0,12.0,2.0,0.0,0.0,,,0.9336842105263158,1,binary,medium,balanced,binary_medium_balanced
41731,41731,FOREX_eursek-day-High,1837.0,12.0,2.0,0.0,0.0,,,0.9418604651162791,1,binary,medium,balanced,binary_medium_balanced
41812,41812,FOREX_eurnok-day-Close,1837.0,12.0,2.0,0.0,0.0,,,0.99457111834962,1,binary,medium,balanced,binary_medium_balanced
41791,41791,FOREX_eurusd-day-Close,1837.0,12.0,2.0,0.0,0.0,,,0.9838012958963283,1,binary,medium,balanced,binary_medium_balanced
41720,41720,FOREX_eurusd-day-High,1837.0,12.0,2.0,0.0,0.0,,,0.9195402298850575,1,binary,medium,balanced,binary_medium_balanced
40982,40982,steel-plates-fault,1941.0,28.0,7.0,0.0,0.0,,,0.08172362555720654,3,5-7,medium,imbalanced,5-7_medium_imbalanced
46959,46959,steel-plates-fault,1941.0,27.0,7.0,0.0,0.0,,,0.08172362555720654,4,5-7,medium,imbalanced,5-7_medium_imbalanced
44504,44504,steel-plates-fault_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1941.0,28.0,7.0,0.0,0.0,,,0.08172362555720654,1,5-7,medium,imbalanced,5-7_medium_imbalanced
1504,1504,steel-plates-fault,1941.0,34.0,2.0,0.0,0.0,,,0.5307570977917981,1,binary,medium,balanced,binary_medium_balanced
44505,44505,steel-plates-fault_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1941.0,28.0,7.0,0.0,0.0,,,0.08172362555720654,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44503,44503,steel-plates-fault_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1941.0,28.0,7.0,0.0,0.0,,,0.08172362555720654,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44507,44507,steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1941.0,28.0,7.0,0.0,0.0,,,0.08172362555720654,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44506,44506,steel-plates-fault_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1941.0,28.0,7.0,0.0,0.0,,,0.08172362555720654,1,5-7,medium,imbalanced,5-7_medium_imbalanced
802,802,pbcseq,1945.0,19.0,2.0,1133.0,0.030658909484508185,,,0.998972250770812,2,binary,medium,balanced,binary_medium_balanced
44786,44786,porto-seguro_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,58.0,2.0,2863.0,0.024681034482758622,,,0.03788271925272444,1,binary,medium,imbalanced,binary_medium_imbalanced
44674,44674,PhishingWebsites_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,31.0,2.0,0.0,0.0,,,0.7953321364452424,1,binary,medium,balanced,binary_medium_balanced
44705,44705,connect-4_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,43.0,3.0,0.0,0.0,,,0.14502657555049356,1,3-4,medium,imbalanced,3-4_medium_imbalanced
44704,44704,connect-4_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,43.0,3.0,0.0,0.0,,,0.14502657555049356,1,3-4,medium,imbalanced,3-4_medium_imbalanced
44703,44703,connect-4_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,43.0,3.0,0.0,0.0,,,0.14502657555049356,1,3-4,medium,imbalanced,3-4_medium_imbalanced
44702,44702,Fashion-MNIST_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,10.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44792,44792,KDDCup09-Upselling_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,2.0,9426.0,0.04666336633663366,,,0.07933081489476525,1,binary,medium,imbalanced,binary_medium_imbalanced
44791,44791,KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,2.0,0.0,0.0,,,0.07933081489476525,1,binary,medium,imbalanced,binary_medium_imbalanced
44460,44460,compass_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,18.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
44459,44459,compass_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,18.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
44458,44458,compass_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,18.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
44457,44457,road-safety_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,33.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
44456,44456,road-safety_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,33.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
22,22,mfeat-zernike,2000.0,48.0,10.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44453,44453,road-safety_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,33.0,2.0,0.0,0.0,,,1.0,1,binary,medium,balanced,binary_medium_balanced
44692,44692,wine-quality-white_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,12.0,7.0,0.0,0.0,,,0.0022271714922048997,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44691,44691,wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,12.0,7.0,0.0,0.0,,,0.0022271714922048997,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44496,44496,numerai28.6_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,22.0,2.0,0.0,0.0,,,0.9801980198019802,1,binary,medium,balanced,binary_medium_balanced
44497,44497,numerai28.6_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,22.0,2.0,0.0,0.0,,,0.9801980198019802,1,binary,medium,balanced,binary_medium_balanced
44493,44493,numerai28.6_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,22.0,2.0,0.0,0.0,,,0.9801980198019802,1,binary,medium,balanced,binary_medium_balanced
44697,44697,Satellite_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,37.0,2.0,0.0,0.0,,,0.014713343480466767,1,binary,medium,imbalanced,binary_medium_imbalanced
44695,44695,Satellite_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,37.0,2.0,0.0,0.0,,,0.014713343480466767,1,binary,medium,imbalanced,binary_medium_imbalanced
44696,44696,Satellite_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,37.0,2.0,0.0,0.0,,,0.014713343480466767,1,binary,medium,imbalanced,binary_medium_imbalanced
44694,44694,Satellite_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,37.0,2.0,0.0,0.0,,,0.014713343480466767,1,binary,medium,imbalanced,binary_medium_imbalanced
44693,44693,Satellite_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,37.0,2.0,0.0,0.0,,,0.014713343480466767,1,binary,medium,imbalanced,binary_medium_imbalanced
14,14,mfeat-fourier,2000.0,77.0,10.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44710,44710,Amazon_employee_access_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,10.0,2.0,0.0,0.0,,,0.06157112526539278,1,binary,medium,imbalanced,binary_medium_imbalanced
44709,44709,Amazon_employee_access_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,10.0,2.0,0.0,0.0,,,0.06157112526539278,1,binary,medium,imbalanced,binary_medium_imbalanced
44708,44708,Amazon_employee_access_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,10.0,2.0,0.0,0.0,,,0.06157112526539278,1,binary,medium,imbalanced,binary_medium_imbalanced
44707,44707,connect-4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,43.0,3.0,0.0,0.0,,,0.14502657555049356,1,3-4,medium,imbalanced,3-4_medium_imbalanced
44706,44706,connect-4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,43.0,3.0,0.0,0.0,,,0.14502657555049356,1,3-4,medium,imbalanced,3-4_medium_imbalanced
46944,46944,Mobile_Price,2000.0,21.0,4.0,0.0,0.0,,,1.0,1,3-4,medium,balanced,3-4_medium_balanced
44690,44690,wine-quality-white_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,12.0,7.0,0.0,0.0,,,0.0022271714922048997,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44782,44782,KDDCup99_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,42.0,8.0,0.0,0.0,,,0.0008718395815170009,1,8-10,medium,imbalanced,8-10_medium_imbalanced
44781,44781,KDDCup99_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,42.0,8.0,0.0,0.0,,,0.0008718395815170009,1,8-10,medium,imbalanced,8-10_medium_imbalanced
44701,44701,Fashion-MNIST_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,10.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44700,44700,Fashion-MNIST_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,10.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44699,44699,Fashion-MNIST_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,10.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44698,44698,Fashion-MNIST_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,10.0,0.0,0.0,,,1.0,1,8-10,medium,balanced,8-10_medium_balanced
44790,44790,KDDCup09-Upselling_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,2.0,5914.0,0.02927722772277228,,,0.07933081489476525,1,binary,medium,imbalanced,binary_medium_imbalanced
44789,44789,KDDCup09-Upselling_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,2.0,7121.0,0.03525247524752475,,,0.07933081489476525,1,binary,medium,imbalanced,binary_medium_imbalanced
44787,44787,porto-seguro_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,58.0,2.0,2837.0,0.024456896551724137,,,0.03788271925272444,1,binary,medium,imbalanced,binary_medium_imbalanced
44788,44788,KDDCup09-Upselling_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,101.0,2.0,3570.0,0.01767326732673267,,,0.07933081489476525,1,binary,medium,imbalanced,binary_medium_imbalanced
44785,44785,porto-seguro_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,58.0,2.0,2855.0,0.02461206896551724,,,0.03788271925272444,1,binary,medium,imbalanced,binary_medium_imbalanced
44637,44637,segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,17.0,7.0,0.0,0.0,,,0.9965034965034965,1,5-7,medium,balanced,5-7_medium_balanced
44784,44784,porto-seguro_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,58.0,2.0,2775.0,0.023922413793103448,,,0.03788271925272444,1,binary,medium,imbalanced,binary_medium_imbalanced
44783,44783,porto-seguro_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,58.0,2.0,2846.0,0.02453448275862069,,,0.03788271925272444,1,binary,medium,imbalanced,binary_medium_imbalanced
44669,44669,GesturePhaseSegmentationProcessed_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,33.0,5.0,0.0,0.0,,,0.3377926421404682,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44668,44668,GesturePhaseSegmentationProcessed_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,33.0,5.0,0.0,0.0,,,0.3377926421404682,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44667,44667,first-order-theorem-proving_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,52.0,6.0,0.0,0.0,,,0.19041916167664671,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44666,44666,first-order-theorem-proving_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,52.0,6.0,0.0,0.0,,,0.19041916167664671,1,5-7,medium,imbalanced,5-7_medium_imbalanced
44665,44665,first-order-theorem-proving_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2000.0,52.0,6.0,0.0,0.0,,,0.19041916167664671,1,5-7,medium,imbalanced,5-7_medium_imbalanced
